,Unnamed: 0,x,y
0,0,28.136519483195208,39.35865026799061
1,1,44.642131307351015,58.21427029354135
2,2,34.92162850360911,42.03910903560026
3,3,31.034296304642268,38.28315255656993
4,4,36.4198705713645,65.97144125972247
5,5,47.753390197378046,32.36848684262238
6,6,17.547226428973758,61.42774107477254
7,7,51.04222968119843,54.12827489889314
8,8,52.38129693844496,58.63485506481466
9,9,48.603322765254354,31.90350564343337
10,10,23.61703543892724,53.45488168309349
11,11,30.82099404626282,74.30498953058965
12,12,56.4691506021812,42.93385850205407
13,13,64.15585241019305,49.0711425479338
14,14,9.454736645966364,63.81570884000409
15,15,43.196988441918585,64.47758507380331
16,16,41.95396705649826,69.86093797353243
17,17,62.04878406341709,54.02327683261147
18,18,41.04014820183651,53.34736493499888
19,19,40.687667583022126,42.13699649463968
20,20,24.733568386239654,47.01683072920411
21,21,37.834816448977634,33.076628639570544
22,22,56.62776310448895,59.30595019723838
23,23,16.59541761636592,60.32987202753642
24,24,42.68336600824068,48.36445541445543
25,25,43.32904513727605,67.82981893760861
26,26,24.879793292443285,57.45816851486461
27,27,37.37198810090685,46.554561856226535
28,28,48.192001836696015,69.05439199456399
29,29,19.69919584731272,49.57510331944837
30,30,40.853816216936245,91.5839696560512
31,31,34.30496862178133,46.59872221301188
32,32,36.013453379738074,51.35648828259874
33,33,44.79605628029229,72.1303412795854
34,34,45.78597759922805,42.82123968997762
35,35,47.27065537608598,55.942097829403565
36,36,26.01258238688719,37.55519597192424
37,37,55.12747638962742,27.75855593113326
38,38,32.28686038596553,40.37917280553256
39,39,57.36246816319412,65.56403012341357
40,40,28.763585226108013,56.980032771976965
41,41,41.04711194657848,48.50344433177648
42,42,39.99506120557559,40.605599257661126
43,43,29.84889590011461,59.0038601102722
44,44,43.947486947922165,32.93443309988627
45,45,31.52063859401751,53.657532605414296
46,46,48.721878052931615,39.673876764445694
47,47,14.942793310346538,33.6963999786075
48,48,23.328011905645504,48.18813236820688
49,49,44.43244402638047,37.67121100380207
50,50,67.3515293738833,54.811095200159336
51,51,43.52019864218479,59.82970531880717
52,52,54.82002590432255,43.981639407294175
53,53,37.86608196855892,68.18610394734601
54,54,39.593818239234,47.83846267033802
55,55,13.420338128272943,52.26980876132885
56,56,45.520643790434846,55.98990727342397
57,57,34.86497040725493,56.70699346049035
58,58,19.558491670720848,34.40163711255795
59,59,50.870660106536825,27.809333479930025
60,60,12.982078233994166,48.313661095904486
61,61,29.26890701052972,55.33669475301646
62,62,53.12583222283656,43.49921906440216
63,63,38.61099598478158,38.84958468122931
64,64,32.583588627820475,50.09723150830632
65,65,49.78837209288571,42.65573030495391
66,66,34.54454142343241,46.34048004109632
67,67,48.24829334123786,50.82651932571455
68,68,49.19273333593397,45.18040386975744
69,69,28.989063886086267,52.022068434590906
70,70,36.70436006654561,51.02890221261207
71,71,42.32174028733251,59.67570791952304
72,72,15.629126870090658,41.19122053185846
73,73,35.46507915490105,38.01949275387899
74,74,42.62319131765972,58.2862418346165
75,75,31.542661846732933,57.31819222791611
76,76,42.428100640652005,51.99528499653913
77,77,35.10503177428937,83.52154271458033
78,78,70.37464095737151,54.299189984636335
79,79,44.907566047853855,55.37544674411039
80,80,47.424933387875626,71.36142558554086
81,81,25.17971745183508,52.321175935600735
82,82,29.64274238325848,73.00146890347952
83,83,27.544506486145742,40.301828544003726
84,84,34.88964108082013,60.649327599654
85,85,34.62236652741713,62.890052469874135
86,86,43.18691947587085,50.1526420667531
87,87,39.26129887815217,49.77546396162353
88,88,22.929030142885104,56.128364019959896
89,89,53.83695834221237,51.513516807199935
90,90,23.148626269619907,45.19207885858344
91,91,43.73370605346396,39.74978507002596
92,92,45.67476092713906,56.07478750447186
93,93,35.61044436795571,46.359017517368656
94,94,33.640627336402346,57.73210363552479
95,95,41.87119063460313,38.08505672568792
96,96,23.13954644285409,33.462860444747115
97,97,62.36301135641173,32.74837631887578
98,98,47.59149261957443,43.95014633254045
99,99,50.58585501254983,38.03271692955464
100,100,32.55956301107484,38.06265166658918
101,101,37.88644742058129,38.87946258303553
102,102,25.42490066270479,52.03720656342936
103,103,12.14028326021117,49.47233458330998
104,104,36.74602707802326,45.15257567568153
105,105,37.240041801034096,44.68654263825556
106,106,38.223889984111686,46.9362123231096
107,107,49.50693768987495,52.694237688243895
108,108,13.276993787479078,66.88944652774731
109,109,35.78372620006208,59.075148639319806
110,110,42.86643672144071,40.21751204552255
111,111,53.19109712828997,55.040412113840645
112,112,40.48183371210359,60.928329070248
113,113,26.72060683363249,57.934719564824704
114,114,32.795740262727875,60.81915059055273
115,115,54.05979696399976,43.24578193819118
116,116,46.97521377576189,42.79111724114407
117,117,28.51659630715762,49.804008812668215
118,118,51.61399625792696,46.37356780203936
119,119,37.27552687921752,35.57985656904681
120,120,45.81643516215422,39.16241942327826
121,121,52.12305597389835,48.74504272158302
122,122,31.505646780839577,60.2050403918589
123,123,48.397794817693466,74.33324128619894
124,124,51.093962228325054,67.94202627891374
125,125,47.30338920334288,41.9253175909998
126,126,41.80170061311445,49.425353281378285
127,127,24.902556335270862,43.47456205088743
128,128,36.630161998076886,48.2081404761144
129,129,27.439237246445437,61.59160913934927
130,130,36.13549694397837,47.9214373451692
131,131,57.00685937377081,58.584951889262655
132,132,48.13916552337615,55.49669689479788
133,133,68.21852948699774,58.10175558609413
134,134,11.28137039857566,43.00158200459718
135,135,39.01254528566843,57.08984355735502
