Date,USO
2007-01-03,-0.0426355830478908
2007-01-04,-0.0406883181907562
2007-01-05,0.00928472271122
2007-01-08,-0.0071085090065437
2007-01-09,-0.004000905285285
2007-01-10,-0.0410147577381557
2007-01-11,-0.0224867940368871
2007-01-12,0.006540392422192
2007-01-16,-0.0289043462042494
2007-01-17,0.0203045916012921
2007-01-18,-0.0223880818094058
2007-01-19,0.0277585010409438
2007-01-22,-0.0132793157776276
2007-01-23,0.0412865419708028
2007-01-24,0.0098575242121565
2007-01-25,-0.0180042957919433
2007-01-26,0.022310558869008
2007-01-29,-0.0283059210956335
2007-01-30,0.0531465409573817
2007-01-31,0.0185811018036084
2007-02-01,-0.0082919150791078
2007-02-02,0.0313545150501673
2007-02-05,-0.0048642480745846
2007-02-06,0.0022403463234357
2007-02-07,-0.0195082101099007
2007-02-08,0.0310880829015545
2007-02-09,0.00482416080402
2007-02-12,-0.0324065400117407
2007-02-13,0.020467273526303
2007-02-14,-0.018435980177553
2007-02-15,-0.0020640453650352
2007-02-16,0.0206825241233723
2007-02-20,-0.0137791292311704
2007-02-21,0.0244504427553089
2007-02-22,0.0094264137700279
2007-02-23,0.0025828928041766
2007-02-26,0.0087198376678525
2007-02-27,-0.0186640660642803
2007-02-28,0.0246246041116196
2007-03-01,0.0011723720203202
2007-03-02,-0.004488758606996
2007-03-05,-0.0272495403744184
2007-03-06,0.0141072352701983
2007-03-07,0.0192766494435612
2007-03-08,0.0
2007-03-09,-0.0230064335541736
2007-03-12,-0.0151666929721274
2007-03-13,-0.0083079841259567
2007-03-14,0.0040866367815006
2007-03-15,-0.0095645301091683
2007-03-16,-0.0051366346881707
2007-03-19,0.0057827966039982
2007-03-20,-0.004928172383405
2007-03-21,0.0070160958938525
2007-03-22,0.0282787095958752
2007-03-23,0.0077720207253886
2007-03-26,0.011864702392723
2007-03-27,0.0005863396750571
2007-03-28,0.0156249801635746
2007-03-29,0.0311538269230769
2007-03-30,-0.0050354532830185
2007-04-02,0.0039363262956448
2007-04-03,-0.0205377516703182
2007-04-04,-0.0024780213968361
2007-04-05,-0.0061151153787457
2007-04-09,-0.0319169402775213
2007-04-10,0.0051639128168385
2007-04-11,-0.0029638805974335
2007-04-12,0.023583095988567
2007-04-13,-0.0025169795733985
2007-04-16,-0.0062111607142857
2007-04-17,-0.0177734371528626
2007-04-18,-0.0029827400480663
2007-04-19,-0.0183485843308453
2007-04-20,0.0168630228187114
2007-04-23,0.0233766638037296
2007-04-24,-0.0162046463060397
2007-04-25,0.0184560630771198
2007-04-26,-0.0074045401402962
2007-04-27,0.0176678645007433
2007-04-30,-0.0115740354938273
2007-05-01,-0.0171741015935167
2007-05-02,-0.0152899321824873
2007-05-03,-0.0062512805001009
2007-05-04,-0.0198863640399018
2007-05-07,-0.0049689027943872
2007-05-08,0.0120682061575488
2007-05-09,-0.012952323457079
2007-05-10,0.0029161425917991
2007-05-11,0.0087226995338443
2007-05-14,-0.0002058678196417
2007-05-15,0.0088550451224249
2007-05-16,-0.0093897322151569
2007-05-17,0.0335874929649185
2007-05-18,-0.001196212121212
2007-05-21,0.0143712979788941
2007-05-22,-0.0177096025186935
2007-05-23,0.0050080130211542
2007-05-24,-0.02471592683739
2007-05-25,0.0116492949110976
2007-05-29,-0.0222221818181818
2007-05-30,-0.0039256816559635
2007-05-31,0.015556938717215
2007-06-01,0.0102124185092405
2007-06-04,0.0179943190051419
2007-06-05,-0.0065540816903308
2007-06-06,0.0057977009196321
2007-06-07,0.00675811952379
2007-06-08,-0.0313919237357582
2007-06-11,0.0158988785996967
2007-06-12,-0.0056179574638844
2007-06-13,0.0106940877583921
2007-06-14,0.0201636654022759
2007-06-15,0.008414892697256
2007-06-18,0.0118377646388079
2007-06-19,-0.0003835826694205
2007-06-20,-0.010936301054035
2007-06-21,0.0009699127249256
2007-06-22,0.005620174636441
2007-06-25,0.0013490075418964
2007-06-26,-0.0161662820663258
2007-06-27,0.0148670190701685
2007-06-28,0.0113723976219662
2007-06-29,0.0101009908499905
2007-07-02,0.0099999811320754
2007-07-03,0.0001868484996609
2007-07-05,0.0113933692306059
2007-07-06,0.0097875896662016
2007-07-09,-0.0060351499634235
2007-07-10,0.0068077831392008
2007-07-11,-0.0010965094828855
2007-07-12,0.0014636297109402
2007-07-13,0.0146145226666232
2007-07-16,0.0039610550241078
2007-07-17,-0.0021520624875202
2007-07-18,0.0168943748543202
2007-07-19,0.0088370445798147
2007-07-20,-0.0014015766852986
2007-07-23,-0.0108771754385965
2007-07-24,-0.0216388963881006
2007-07-25,0.0413342820884699
2007-07-26,-0.021239519868376
2007-07-27,0.0270366590708526
